caseid,democratic2016,inputstate,region,birthyr,gender,sexuality,trans,educ,edloan,race,employ,internethome,marstat,pew_religimp,religpew,child18,faminc_new,ownhome,urbancity,milstat_5,immstat,union,investor
413372822,1,41,West,1989,Male,Bisexual,No,4-year,No,White,Full-time,Broadband,Married,Not at all important,Nothing in particular,Yes,7,Own,Suburb,Served,4,Never,Yes
416121963,0,25,Northeast,1953,Male,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Widowed,Not too important,Roman Catholic,No,11,Own,City,Never Served,4,Never,No
412867600,0,55,Midwest,1959,Female,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Divorced,Not at all important,Roman Catholic,No,2,Rent,City,Never Served,5,Never,No
412284722,1,36,Northeast,1970,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Not at all important,Jewish,Yes,14,Own,City,Served,4,Never,Yes
412417692,1,39,Midwest,1983,Male,Heterosexual,No,Post-grad,Yes,White,Student,Broadband,Married,Not too important,Protestant,No,7,Rent,Town,Served,5,Never,Yes
412948958,1,15,West,1980,Female,Heterosexual,No,4-year,No,Asian,Homemaker,Broadband,Married,Very important,Roman Catholic,Yes,2,Rent,Suburb,Never Served,1,Never,No
412045692,1,48,South,1948,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Widowed,Not too important,Something else,No,4,Own,Town,Served,5,Former,No
412864895,1,17,Midwest,1986,Male,Heterosexual,No,4-year,No,White,Full-time,None,Married,Very important,Roman Catholic,Yes,9,Own,Suburb,Never Served,5,Current,Yes
412286683,0,42,Northeast,1973,Male,Heterosexual,No,Post-grad,Yes,Native American,Full-time,Broadband,Married,Very important,Protestant,No,11,Own,Suburb,Served,5,Former,Yes
414219431,0,46,Midwest,1990,Male,Heterosexual,No,Some college,Yes,White,Student,Broadband,Never Married,Very important,Eastern Orthodox,No,3,Rent,Town,Never Served,1,Never,No
414838595,1,48,South,1994,Female,Prefer not to say,No,High school graduate,No,Hispanic,Full-time,Broadband,Never Married,Very important,Something else,Yes,6,Own,City,Served,4,Never,No
413427850,1,48,South,1949,Female,Heterosexual,No,2-year,No,White,Other,Broadband,Married,Very important,Something else,No,4,Own,Suburb,Never Served,4,Never,No
418248696,0,8,West,1945,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Widowed,Very important,Roman Catholic,No,8,Rent,Suburb,Never Served,4,Former,Yes
413230960,1,36,Northeast,1982,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Very important,Protestant,Yes,15,Rent,City,Never Served,3,Never,Yes
414316799,0,13,South,1949,Female,Heterosexual,No,High school graduate,No,White,Unemployed,Broadband,Married,Very important,Protestant,No,4,Rent,Suburb,Served,5,Former,No
417077498,1,48,South,1939,Male,Heterosexual,No,Post-grad,No,Hispanic,Full-time,Broadband,Married,Not too important,Roman Catholic,No,15,Own,City,Served,3,Former,Yes
412345076,0,39,Midwest,1958,Female,Heterosexual,No,2-year,No,White,Homemaker,Broadband,Married,Very important,Protestant,No,4,Own,Rural area,Never Served,5,Never,No
415451177,1,13,South,1992,Female,Heterosexual,No,Some college,Yes,Asian,Student,Broadband,Never Married,Somewhat important,Hindu,No,2,Rent,City,Never Served,3,Never,No
417381194,1,48,South,1989,Female,Heterosexual,No,Some college,Yes,White,Full-time,Broadband,Never Married,Very important,Protestant,No,4,Rent,City,Never Served,5,Never,No
412549220,0,1,South,1945,Female,Prefer not to say,No,High school graduate,No,White,Retired,Broadband,Married,Very important,Protestant,No,5,Own,Rural area,Served,5,Never,Yes
414591341,1,6,West,1978,Female,Heterosexual,No,4-year,No,Black,Full-time,Broadband,Domestic partnership,Very important,Roman Catholic,Yes,6,Own,City,Never Served,5,Current,Yes
412964985,1,54,South,1961,Female,Heterosexual,No,Post-grad,No,Black,Permanently disabled,Broadband,Divorced,Very important,Muslim,No,1,Rent,City,Served,5,Never,No
415478721,0,21,South,1990,Female,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Never Married,Not at all important,Roman Catholic,No,11,Own,City,Never Served,5,Never,Yes
412323172,1,48,South,1942,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not at all important,Atheist,No,6,Rent,Suburb,Served,4,Never,No
414542060,0,5,South,1978,Female,Heterosexual,No,2-year,Yes,White,Homemaker,Dial-up,Married,Very important,Protestant,No,2,Rent,Rural area,Served,5,Never,No
412301576,1,55,Midwest,1982,Female,Heterosexual,No,4-year,No,White,Part-time,Broadband,Married,Somewhat important,Protestant,Yes,10,Own,City,Served,5,Never,Yes
415183221,1,36,Northeast,1993,Female,Heterosexual,No,4-year,Yes,Hispanic,Unemployed,Broadband,Never Married,Very important,Roman Catholic,No,2,Rent,Suburb,Never Served,3,Never,No
414216638,1,48,South,1991,Female,Heterosexual,No,2-year,No,Hispanic,Full-time,Broadband,Domestic partnership,Not too important,Agnostic,No,7,Rent,Town,Served,5,Never,No
413608954,1,35,West,1961,Male,Gay,No,Some college,Yes,White,Unemployed,Broadband,Never Married,Somewhat important,Nothing in particular,No,2,Rent,City,Never Served,5,Never,No
416217936,0,42,Northeast,1959,Male,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,4,Rent,Suburb,Served,4,Current,No
412375507,1,6,West,1960,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Not at all important,Nothing in particular,No,12,Own,Rural area,Served,5,Never,Yes
412544865,1,29,Midwest,1992,Female,Bisexual,No,4-year,Yes,White,Full-time,Broadband,Married,Not at all important,Agnostic,No,6,Own,City,Never Served,5,Never,Yes
412881641,1,27,Midwest,1959,Female,Lesbian,No,4-year,No,Black,Unemployed,Broadband,Never Married,Somewhat important,Protestant,No,9,Own,City,Served,5,Never,Yes
416879663,0,1,South,1981,Female,Heterosexual,No,High school graduate,No,Hispanic,Full-time,Broadband,Married,Somewhat important,Protestant,Yes,9,Own,Town,Served,5,Never,No
411903417,1,26,Midwest,1964,Male,Gay,Yes,4-year,No,Black,Full-time,Broadband,Married,Somewhat important,Nothing in particular,Yes,11,Own,City,Served,5,Former,Yes
416120763,0,37,South,1958,Female,Heterosexual,No,High school graduate,No,White,Other,Broadband,Married,Very important,Protestant,No,6,Own,Rural area,Served,5,Never,Yes
412921105,0,21,South,1944,Female,Heterosexual,No,Some college,No,Hispanic,Retired,Broadband,Widowed,Very important,Protestant,No,3,Own,Rural area,Served,3,Never,No
414262855,0,48,South,1944,Male,Heterosexual,No,High school graduate,No,Hispanic,Retired,Broadband,Married,Very important,Roman Catholic,No,4,Own,Suburb,Served,3,Never,No
410815170,1,25,Northeast,1970,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,Broadband,Domestic partnership,Not at all important,Agnostic,Yes,3,Own,Town,Never Served,5,Never,No
417616125,1,12,South,1968,Male,Bisexual,No,High school graduate,No,White,Part-time,Broadband,Never Married,Very important,Mormon,No,3,Rent,Suburb,Served,5,Never,No
413853740,0,26,Midwest,1956,Female,Other,No,Post-grad,No,White,Retired,Broadband,Married,Very important,Protestant,No,7,Own,City,Never Served,4,Former,Yes
420170933,1,37,South,1954,Female,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Divorced,Not at all important,Atheist,No,13,Own,Suburb,Never Served,3,Never,Yes
413614274,0,9,Northeast,1961,Male,Prefer not to say,No,Some college,No,Mixed,Part-time,Broadband,Married,Very important,Roman Catholic,No,7,Own,Rural area,Never Served,4,Former,Yes
412937906,1,23,Northeast,1987,Female,Other,No,Some college,No,White,Homemaker,Broadband,Married,Not at all important,Roman Catholic,Yes,5,Own,City,Never Served,5,Never,Yes
412955662,0,2,West,1961,Male,Heterosexual,No,4-year,No,Other,Full-time,Broadband,Married,Not too important,Roman Catholic,Yes,12,Own,City,Served,5,Current,Yes
415446583,1,48,South,1979,Male,Bisexual,No,4-year,No,Hispanic,Full-time,Broadband,Married,Not at all important,Atheist,Yes,8,Own,City,Served,3,Never,Yes
410638754,1,29,Midwest,1978,Female,Lesbian,No,Some college,Yes,White,Student,Broadband,Domestic partnership,Not at all important,Nothing in particular,No,1,Rent,City,Served,5,Never,No
417442221,1,36,Northeast,1984,Male,Heterosexual,No,2-year,No,Hispanic,Full-time,Broadband,Married,Not at all important,Agnostic,Yes,9,Own,Suburb,Never Served,5,Current,No
417351631,0,36,Northeast,1950,Male,Heterosexual,No,Some college,Yes,White,Retired,Broadband,Widowed,Not too important,Roman Catholic,No,10,Own,Suburb,Never Served,4,Former,Yes
410909383,1,6,West,1970,Male,Gay,No,Post-grad,Yes,White,Unemployed,Broadband,Never Married,Not too important,Jewish,No,2,Rent,City,Served,4,Former,No
412887858,1,37,South,1945,Male,Heterosexual,No,2-year,No,White,Retired,Broadband,Married,Not at all important,Nothing in particular,No,4,Own,Rural area,Served,4,Former,No
412486133,1,26,Midwest,1970,Female,Heterosexual,No,Post-grad,No,Black,Full-time,Broadband,Married,Very important,Roman Catholic,Yes,9,Own,Suburb,Served,5,Never,No
412013989,1,6,West,1960,Male,Heterosexual,No,4-year,No,White,Part-time,Broadband,Never Married,Not at all important,Jewish,No,6,Own,Suburb,Served,3,Former,Yes
418067185,0,36,Northeast,1964,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Never Married,Very important,Protestant,No,10,Other,Suburb,Never Served,5,Never,No
416178516,1,13,South,1967,Female,Heterosexual,No,4-year,No,Black,Full-time,Broadband,Never Married,Not at all important,Nothing in particular,No,6,Own,Suburb,Never Served,5,Never,No
412961231,1,6,West,1961,Male,Heterosexual,No,Some college,No,White,Permanently disabled,Broadband,Married,Not at all important,Agnostic,No,8,Own,Suburb,Never Served,4,Former,Yes
412282008,1,20,Midwest,1980,Female,Heterosexual,No,Post-grad,Yes,Hispanic,Full-time,Broadband,Married,Very important,Roman Catholic,Yes,11,Own,Suburb,Never Served,3,Former,No
415198440,0,27,Midwest,1955,Male,Heterosexual,No,No HS,No,Hispanic,Retired,Broadband,Married,Very important,Protestant,No,9,Own,Town,Served,4,Former,Yes
420153078,0,8,West,1981,Male,Heterosexual,No,4-year,Yes,White,Full-time,None,Married,Very important,Protestant,Yes,9,Own,Rural area,Served,4,Never,Yes
419182843,1,6,West,1983,Female,Heterosexual,No,Some college,No,Hispanic,Full-time,Broadband,Domestic partnership,Not at all important,Nothing in particular,No,11,Rent,City,Never Served,5,Former,No
413025246,1,50,Northeast,1990,Female,Heterosexual,Yes,2-year,No,White,Student,Broadband,Never Married,Not at all important,Atheist,Yes,3,Rent,Town,Served,5,Never,Yes
412320049,0,29,Midwest,1982,Female,Heterosexual,No,Some college,Yes,White,Homemaker,Broadband,Married,Very important,Roman Catholic,Yes,7,Own,Suburb,Never Served,5,Never,No
412291863,1,6,West,1948,Female,Heterosexual,No,2-year,No,White,Retired,Broadband,Widowed,Somewhat important,Roman Catholic,No,11,Own,Suburb,Served,3,Former,Yes
419999459,1,41,West,1985,Male,Bisexual,Yes,High school graduate,No,Hispanic,Permanently disabled,Broadband,Domestic partnership,Not at all important,Nothing in particular,No,1,Rent,City,Never Served,3,Never,No
412299916,1,26,Midwest,1958,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Divorced,Not at all important,Atheist,No,4,Own,Rural area,Served,3,Former,No
410908939,1,13,South,1972,Male,Heterosexual,No,Post-grad,No,Asian,Other,Broadband,Married,Not too important,Roman Catholic,Yes,11,Own,City,Never Served,3,Former,Yes
420152558,1,4,West,1963,Female,Heterosexual,No,4-year,No,White,Part-time,Broadband,Divorced,Not at all important,Nothing in particular,No,7,Own,City,Never Served,3,Former,Yes
413177453,0,25,Northeast,1971,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Married,Somewhat important,Roman Catholic,Yes,12,Own,Suburb,Never Served,3,Never,Yes
413038380,0,51,South,1983,Female,Heterosexual,Yes,High school graduate,Yes,White,Full-time,Broadband,Married,Very important,Roman Catholic,Yes,10,Own,City,Never Served,5,Never,Yes
415545805,1,26,Midwest,1984,Female,Heterosexual,No,2-year,No,White,Part-time,Broadband,Married,Very important,Something else,Yes,3,Own,Rural area,Never Served,4,Never,No
413515938,0,48,South,1981,Female,Bisexual,No,Post-grad,Yes,Mixed,Full-time,None,Never Married,Very important,Nothing in particular,No,4,Rent,City,Never Served,5,Never,No
412373891,0,36,Northeast,1943,Female,Heterosexual,No,4-year,No,White,Retired,Broadband,Divorced,Very important,Protestant,No,7,Own,Rural area,Served,4,Former,No
420339579,0,18,Midwest,1962,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Somewhat important,Nothing in particular,No,3,Own,City,Never Served,5,Never,No
411895101,1,17,Midwest,1952,Male,Heterosexual,No,4-year,No,Black,Retired,Broadband,Never Married,Not at all important,Agnostic,No,2,Rent,City,Served,5,Never,No
414704723,0,55,Midwest,1987,Female,Heterosexual,No,2-year,Yes,White,Homemaker,Broadband,Married,Very important,Protestant,Yes,3,Own,City,Never Served,3,Never,No
412290137,0,13,South,1964,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Very important,Protestant,No,10,Own,Suburb,Served,5,Never,Yes
416464024,0,39,Midwest,1959,Male,Prefer not to say,Prefer not to say,4-year,No,Black,Full-time,Broadband,Married,Somewhat important,Roman Catholic,No,9,Own,Suburb,Served,4,Never,Yes
412336369,1,13,South,1946,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,3,Own,Rural area,Never Served,5,Never,Yes
415277216,0,21,South,1989,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Never Married,Very important,Nothing in particular,No,6,Rent,Suburb,Never Served,5,Never,No
412945574,1,55,Midwest,1957,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Divorced,Not too important,Agnostic,Yes,10,Own,Suburb,Served,5,Former,Yes
417079578,1,47,South,1953,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Not too important,Protestant,No,6,Own,Rural area,Served,4,Former,Yes
415746583,0,42,Northeast,1964,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Not at all important,Nothing in particular,No,4,Own,Suburb,Never Served,4,Never,No
415785644,1,25,Northeast,1988,Female,Heterosexual,No,Some college,No,Asian,Full-time,Broadband,Never Married,Not too important,Buddhist,Yes,5,Rent,Town,Never Served,3,Never,Yes
413810367,1,22,South,1970,Female,Heterosexual,No,High school graduate,No,Black,Full-time,Broadband,Never Married,Very important,Protestant,No,1,Own,Rural area,Never Served,5,Never,No
412275202,1,48,South,1959,Female,Heterosexual,No,2-year,No,White,Full-time,Broadband,Divorced,Not too important,Nothing in particular,No,4,Own,Suburb,Served,5,Never,No
415204336,1,12,South,1994,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Never Married,Somewhat important,Something else,No,4,Rent,City,Served,4,Never,No
413364248,0,25,Northeast,1981,Male,Heterosexual,No,4-year,No,Asian,Full-time,Broadband,Married,Very important,Hindu,Yes,13,Own,Town,Never Served,1,Never,Yes
413282776,1,53,West,1963,Female,Heterosexual,No,4-year,No,White,Permanently disabled,Broadband,Never Married,Not too important,Nothing in particular,No,2,Rent,City,Served,4,Former,No
416620686,1,22,South,1981,Female,Heterosexual,No,4-year,Yes,Black,Full-time,Broadband,Married,Somewhat important,Protestant,No,12,Rent,City,Never Served,5,Never,Yes
413204278,1,12,South,1962,Female,Heterosexual,No,High school graduate,No,White,Unemployed,Broadband,Domestic partnership,Not too important,Protestant,No,5,Own,Rural area,Never Served,5,Former,No
412872408,1,17,Midwest,1955,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Very important,Protestant,No,11,Own,Suburb,Served,4,Never,Yes
415973832,1,36,Northeast,1939,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Divorced,Somewhat important,Roman Catholic,No,4,Rent,Town,Never Served,3,Current,No
415412932,1,17,Midwest,1995,Female,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Never Married,Somewhat important,Roman Catholic,No,11,Rent,City,Never Served,5,Never,No
415339032,1,6,West,1977,Female,Heterosexual,No,High school graduate,No,Hispanic,Homemaker,Broadband,Married,Very important,Nothing in particular,Yes,2,Own,City,Never Served,3,Never,No
417837923,1,13,South,1959,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Somewhat important,Protestant,No,13,Own,Suburb,Served,3,Former,Yes
414337831,0,42,Northeast,1993,Female,Heterosexual,No,High school graduate,No,White,Homemaker,Broadband,Married,Somewhat important,Roman Catholic,Yes,6,Own,Suburb,Never Served,5,Never,No
412299422,1,55,Midwest,1955,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,Broadband,Never Married,Very important,Protestant,Yes,3,Rent,City,Never Served,5,Never,No
412920305,1,34,Northeast,1946,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Never Married,Very important,Roman Catholic,No,6,Own,Suburb,Never Served,4,Never,No
417182713,0,42,Northeast,1955,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Divorced,Somewhat important,Roman Catholic,Yes,5,Own,Rural area,Never Served,5,Never,Yes
412036362,0,40,South,1965,Female,Heterosexual,No,4-year,Yes,White,Permanently disabled,Broadband,Married,Very important,Protestant,No,2,Rent,Rural area,Served,5,Never,No
417617861,0,47,South,1957,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,4,Own,Rural area,Never Served,5,Former,No
411858510,0,4,West,1944,Female,Lesbian,No,Some college,No,White,Retired,Broadband,Never Married,Not at all important,Roman Catholic,No,3,Own,Rural area,Never Served,4,Never,No
412383670,0,36,Northeast,1955,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Not too important,Protestant,No,11,Rent,Suburb,Served,4,Former,No
414251617,1,6,West,1994,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Domestic partnership,Not too important,Nothing in particular,Yes,7,Own,Suburb,Never Served,5,Never,No
420145037,0,17,Midwest,1959,Female,Heterosexual,No,High school graduate,No,White,Permanently disabled,None,Widowed,Somewhat important,Protestant,No,3,Own,Rural area,Never Served,5,Never,No
412423373,1,29,Midwest,1961,Female,Heterosexual,No,Post-grad,No,White,Permanently disabled,Broadband,Never Married,Very important,Roman Catholic,No,9,Other,Suburb,Served,5,Current,No
415835281,0,21,South,1940,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Divorced,Very important,Protestant,No,2,Rent,City,Served,5,Former,No
414165713,0,18,Midwest,1956,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Somewhat important,Something else,Yes,8,Own,City,Served,5,Never,No
413399344,1,25,Northeast,1964,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Not at all important,Nothing in particular,No,10,Own,Town,Never Served,1,Never,No
417079364,0,12,South,1974,Male,Heterosexual,No,4-year,No,Hispanic,Permanently disabled,Broadband,Divorced,Somewhat important,Roman Catholic,No,2,Rent,City,Never Served,1,Never,No
419457170,1,4,West,1988,Male,Heterosexual,No,2-year,Yes,Hispanic,Full-time,Broadband,Never Married,Not too important,Agnostic,No,10,Rent,City,Never Served,3,Never,No
412359319,1,39,Midwest,1967,Female,Heterosexual,No,4-year,Yes,White,Permanently disabled,Broadband,Divorced,Not at all important,Something else,No,5,Own,Suburb,Served,5,Former,No
413083140,1,34,Northeast,1991,Female,Bisexual,No,4-year,Yes,White,Full-time,Broadband,Never Married,Not at all important,Agnostic,No,13,Rent,City,Never Served,5,Current,Yes
414005338,1,13,South,1969,Female,Heterosexual,No,High school graduate,No,Black,Full-time,Broadband,Never Married,Very important,Roman Catholic,No,5,Own,Suburb,Never Served,5,Never,No
413352979,0,39,Midwest,1970,Male,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Somewhat important,Roman Catholic,No,10,Own,Suburb,Served,5,Never,Yes
413204526,0,37,South,1959,Male,Heterosexual,No,High school graduate,No,Other,Full-time,Broadband,Married,Very important,Protestant,No,14,Own,Rural area,Served,5,Former,Yes
416014818,0,46,Midwest,1940,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Widowed,Very important,Protestant,No,3,Own,City,Served,5,Never,No
412954678,1,48,South,1966,Male,Heterosexual,No,4-year,Yes,White,Full-time,Broadband,Married,Not at all important,Agnostic,No,11,Rent,Rural area,Served,5,Former,Yes
412298729,0,51,South,1957,Female,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Very important,Protestant,No,11,Own,Suburb,Served,5,Never,Yes
412381635,1,17,Midwest,1985,Female,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Not too important,Protestant,No,14,Own,Suburb,Never Served,5,Never,No
412898157,1,39,Midwest,1947,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Not too important,Roman Catholic,No,5,Own,City,Served,5,Never,Yes
412334646,0,25,Northeast,1972,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Divorced,Somewhat important,Nothing in particular,Yes,7,Rent,Suburb,Served,5,Never,Yes
414897137,1,30,West,1953,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Somewhat important,Roman Catholic,No,12,Own,Rural area,Never Served,5,Never,No
414426718,0,48,South,1984,Male,Heterosexual,No,2-year,No,Hispanic,Full-time,Broadband,Married,Somewhat important,Nothing in particular,No,4,Own,City,Never Served,1,Never,Yes
414587441,1,48,South,1963,Female,Heterosexual,No,Some college,No,Hispanic,Part-time,Broadband,Married,Very important,Roman Catholic,No,6,Own,Suburb,Never Served,3,Former,Yes
414926878,0,34,Northeast,1968,Male,Heterosexual,No,High school graduate,Yes,White,Full-time,Broadband,Married,Very important,Roman Catholic,No,12,Own,Suburb,Never Served,4,Former,No
412250908,0,41,West,1948,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Married,Very important,Protestant,No,7,Own,Suburb,Served,5,Never,Yes
414221146,1,49,West,1987,Female,Lesbian,No,High school graduate,No,White,Full-time,Broadband,Domestic partnership,Not at all important,Atheist,No,4,Own,Suburb,Never Served,5,Never,Yes
412292361,1,37,South,1933,Female,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,9,Own,Suburb,Served,5,Never,Yes
418941592,0,53,West,1985,Female,Heterosexual,No,Some college,No,White,Full-time,Broadband,Divorced,Not at all important,Atheist,Yes,4,Own,Suburb,Never Served,5,Never,No
413124731,0,36,Northeast,1946,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Very important,Protestant,No,6,Own,Rural area,Served,5,Never,Yes
412334006,1,47,South,1961,Male,Gay,No,Post-grad,No,White,Retired,Broadband,Married,Very important,Protestant,No,12,Own,Suburb,Served,5,Never,Yes
417840804,0,37,South,1987,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Married,Not too important,Nothing in particular,Yes,5,Own,Rural area,Served,5,Never,No
413873105,0,16,West,1964,Female,Heterosexual,No,No HS,No,Mixed,Permanently disabled,Broadband,Married,Somewhat important,Something else,No,7,Own,Rural area,Served,5,Never,Yes
414327314,1,39,Midwest,1984,Male,Heterosexual,No,4-year,No,Black,Permanently disabled,Broadband,Never Married,Very important,Nothing in particular,No,4,Rent,Suburb,Never Served,5,Never,No
414161227,1,15,West,1991,Female,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Not too important,Protestant,Yes,7,Rent,Town,Served,1,Never,Yes
417614468,1,47,South,1962,Female,Heterosexual,No,High school graduate,No,White,Part-time,Broadband,Never Married,Not too important,Nothing in particular,No,3,Own,Rural area,Served,5,Never,No
413121308,0,28,South,1955,Male,Heterosexual,No,No HS,No,White,Permanently disabled,Broadband,Married,Very important,Nothing in particular,No,3,Own,Town,Never Served,5,Never,No
412534661,1,18,Midwest,1943,Female,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Married,Very important,Protestant,No,7,Own,Suburb,Served,4,Never,No
412232004,1,17,Midwest,1949,Female,Heterosexual,No,Post-grad,No,White,Retired,Broadband,Divorced,Somewhat important,Roman Catholic,No,9,Own,Suburb,Never Served,4,Former,Yes
412300803,1,36,Northeast,1960,Male,Gay,No,Post-grad,No,White,Part-time,Broadband,Divorced,Not at all important,Something else,No,8,Rent,City,Never Served,5,Never,No
413866402,1,46,Midwest,1954,Female,Heterosexual,No,4-year,No,White,Part-time,Broadband,Divorced,Not at all important,Atheist,No,7,Rent,Town,Served,4,Former,Yes
413286870,1,50,Northeast,1967,Female,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Somewhat important,Protestant,No,6,Own,Suburb,Never Served,4,Current,Yes
420361808,1,17,Midwest,1995,Female,Bisexual,No,4-year,Yes,White,Full-time,Broadband,Never Married,Not too important,Something else,No,4,Rent,City,Never Served,5,Never,Yes
412005752,1,19,Midwest,1964,Male,Heterosexual,No,4-year,No,White,Full-time,Broadband,Married,Not at all important,Atheist,No,5,Own,Town,Never Served,4,Never,Yes
417080691,0,48,South,1941,Male,Heterosexual,No,Some college,No,White,Retired,Broadband,Married,Very important,Protestant,No,12,Own,Rural area,Never Served,5,Never,Yes
417183702,0,1,South,1989,Male,Heterosexual,No,Some college,No,White,Student,Dial-up,Never Married,Very important,Something else,No,4,Own,Rural area,Never Served,5,Never,No
417838241,0,48,South,1958,Male,Heterosexual,No,4-year,No,White,Unemployed,Broadband,Married,Very important,Protestant,No,10,Own,Suburb,Served,5,Never,No
415236051,1,27,Midwest,1980,Female,Bisexual,No,4-year,No,Hispanic,Full-time,Broadband,Domestic partnership,Not at all important,Agnostic,Yes,8,Own,City,Never Served,4,Never,No
415242848,1,4,West,1947,Male,Heterosexual,No,2-year,No,White,Retired,Broadband,Never Married,Not at all important,Protestant,No,2,Rent,Suburb,Served,4,Former,No
412498014,1,29,Midwest,1968,Female,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Very important,Protestant,No,5,Own,Town,Served,5,Never,Yes
413166933,0,53,West,1975,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Divorced,Very important,Protestant,Yes,5,Own,Rural area,Never Served,5,Current,No
413328005,0,36,Northeast,1951,Male,Heterosexual,No,No HS,No,White,Retired,Broadband,Divorced,Not too important,Nothing in particular,No,3,Own,Town,Served,4,Never,No
420133812,0,12,South,1961,Female,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Somewhat important,Protestant,Yes,5,Own,Rural area,Never Served,4,Never,Yes
412369487,1,13,South,1964,Female,Heterosexual,No,4-year,Yes,Black,Full-time,Broadband,Married,Very important,Protestant,No,10,Own,Suburb,Never Served,5,Never,Yes
413044817,1,17,Midwest,1948,Female,Heterosexual,No,No HS,No,White,Retired,Broadband,Divorced,Somewhat important,Roman Catholic,No,2,Other,Suburb,Served,4,Never,Yes
414259062,0,48,South,1969,Female,Heterosexual,No,Some college,No,Hispanic,Full-time,Broadband,Separated,Very important,Protestant,Yes,3,Own,City,Served,5,Never,No
410940270,1,12,South,1954,Male,Heterosexual,No,Post-grad,No,White,Full-time,Broadband,Married,Very important,Roman Catholic,No,10,Own,Rural area,Served,4,Former,Yes
412291413,0,6,West,1941,Male,Heterosexual,No,4-year,No,White,Retired,Broadband,Divorced,Not too important,Protestant,No,5,Own,Suburb,Served,5,Former,Yes
413879294,1,24,South,1962,Female,Heterosexual,No,High school graduate,No,White,Full-time,Broadband,Married,Somewhat important,Protestant,No,12,Own,Suburb,Served,4,Never,Yes
413054647,1,39,Midwest,1938,Male,Heterosexual,No,High school graduate,No,White,Retired,Broadband,Divorced,Not at all important,Agnostic,No,12,Own,Rural area,Served,5,Former,No
412292424,1,6,West,1951,Male,Heterosexual,No,Some college,No,White,Full-time,Broadband,Married,Not at all important,Atheist,No,11,Own,Suburb,Served,4,Never,Yes
417078726,0,6,West,1979,Female,Heterosexual,No,2-year,No,White,Full-time,Broadband,Married,Very important,Roman Catholic,Yes,4,Rent,Rural area,Never Served,4,Never,No
